eventid,uid,output
8912041,309074,"Here's the information about radiation exposure:

* In the early 1950s, workers at the Nevada Test Site were exposed to high levels of radiation, exceeding safety limits.
* The government's safety limit was 12 rems per year, which is more than twice the current limit of 5 rems per year. One rem is equivalent to seven or eight X-rays.
* A security guard named Eugene D. Haynes received a dose of at least 39 rems in 1955 after wandering into a contaminated zone near ground zero. He died of lung cancer in 1985 at the age of 66.
* In November 1955 and January 1956, four workers received radiation doses far exceeding the safety limit during experiments involving atomic bombs destroyed by conventional explosives.
* One worker, Oral B. Epley, died on February 1, 1956, of a brain hemmorhage at the age of 57. The government and private physicians initially concluded that radiation was not related to his death.
* In 1961, 108 miners were pulled out of two tunnels after it was determined that they had absorbed doses exceeding safety limits. They were offered beer to flush contaminants from their bodies.
* On June 6, 1963, 13 miners who had been clearing rubble from a deep tunnel were discovered to have been contaminated by radioactive iodine produced by an atomic test the previous day.

These incidents highlight the lack of attention to radiation safety at the Nevada Test Site in the 1950s and early 1960s."
8912047,309239,1
8912052,309814,0.
8912050,309959,0
8912055,310200,0
8912057,310543,0
8912061,310986,0
8912065,312481,1
9001006,313678,0
9001005,313682,1
9001007,313683,0
9001024,314276,1
9001021,314304,0
9001026,314377,1
9001028,314498,1.
9001027,314521,1.
9001035,314610,"Protest Information:

* The main protest is against the high prices of fuel oil, particularly during the winter months when demand is high.
* Westchester residents, including elderly and low-income individuals, are being affected by the increasing costs of heating their homes.
* Two main alternatives to traditional fuel suppliers are being explored: the Fuel Buyers Group and Heating Energy Affordable Today, both cooperatives that purchase oil in bulk and offer discounts to their members.

Key Quotes:

* ""We are so helpless"" - Mary Joan Fiorio, describing her frustration with the high prices of fuel oil.
* ""It's not that we can't pay. It's the principle of the thing... These oil companies just cannot be allowed to treat us this way."" - Virginia Francus, explaining why she is joining a fuel cooperative.

Notable Figures:

* Dennis J. Packard, program administrator in the Department of Social Services
* Ralph Fiorio and Mary Joan Fiorio, homeowners in Cortlandt who are joining a fuel cooperative
* Virginia Francus, homeowner in New Rochelle who is also joining a fuel cooperative
* Robert Greenes, head of government affairs and public relations for the New York Oil Heating Association
* Richard Goldberg, president of Heating Energy Affordable Today
* Paul J. Feiner, county legislator who has been fielding calls about the Fuel Buyers Group

Newspaper or News Source: The New York Times"
9001032,314704,0.
9001031,314992,0
9001037,315072,1
9001038,315079,0
9001041,315382,0
9001039,315385,"**Program Enactment:**

**Title:** ""Affirmative Action Program Re-examination and Related Cases""

**Objective:** To analyze and extract protest information from news articles related to affirmative action programs, National Guard mobilization, labor union duty, and libel judgments.

**Inputs:**

1. News article text (last year's Court declaration of an unconstitutional contracting program)
2. Case summaries for new cases (affirmative action program re-examination, National Guard mobilization, labor union duty, and libel judgment)

**Processing Steps:**

1. Tokenization: Break down the news article text into individual words or tokens.
2. Named Entity Recognition (NER): Identify key entities such as people, organizations, and locations mentioned in the article.
3. Part-of-Speech (POS) Tagging: Determine the grammatical category of each token (e.g., noun, verb, adjective, adverb).
4. Dependency Parsing: Analyze the grammatical structure of the sentence to identify relationships between tokens.
5. Case Analysis:
	* Affirmative Action Program Re-examination: Extract information on the commission's program and its impact on minority ownership of broadcast outlets.
	* National Guard Mobilization: Summarize the case involving Gov. Rudy Perpich's challenge to the Montgomery Amendment, including the constitutional dispute over the authority to mobilize state National Guard units.
	* Labor Union Duty: Outline the United Steelworkers v. Rawson case, which explores whether workers can sue their labor unions for negligence in failing to carry out safety provisions.
	* Libel Judgment: Extract details on the libel suit brought by FBI agent David Price against author Peter Mattheissen and publisher Viking Penguin Inc.

**Outputs:**

1. Protest information summaries for each case:
	* Affirmative Action Program Re-examination: The commission's program has increased minority ownership of broadcast outlets only slightly, with a few dozen license sales to minority-owned companies since 1978.
	* National Guard Mobilization: The Montgomery Amendment prohibits governors from withholding consent for mobilizing state National Guard units overseas, sparking a constitutional dispute over the authority of Congress to raise and support armies.
	* Labor Union Duty: Workers may sue their labor unions for negligence in failing to carry out safety provisions, but only if permitted by state courts.
	* Libel Judgment: The court dismissed FBI agent David Price's libel suit against author Peter Mattheissen and publisher Viking Penguin Inc., citing constitutional protections for opinion and neutral reportage.

**Visualization:** Display the protest information summaries in a clear and organized format, using tables, charts, or graphs to highlight key statistics and trends."
9001042,315609,0
9001045,315645,0
9001049,315869,0
9001046,315927,0
9001051,316122,0
9001050,316154,0
9001056,316536,0
9001055,316699,1
9001053,316709,0
9001057,317066,0
9001058,317183,0
9001061,317840,1
9001060,317854,0
9001063,318373,1
9001065,318941,0
9001066,319014,1
9001067,319236,0
9001070,321139,0
9001071,321416,0
9001073,321768,0. There is no mention of police at the event in this news article.
9001072,321825,0
9002001,323258,1
9002002,323259,0
9002003,323592,0
9002004,323855,0
9002005,324131,0
9002006,324492,0
9002007,324541,0
9002050,325026,1
9002010,325072,0
9002019,325908,0
9002017,325926,"This news article reports on the ordination of Robert Williams as an Episcopal priest by Bishop John Spong. The ceremony took place at All Saints Church and was attended by television cameras and reporters.

The article highlights that the ordination was met with opposition from a traditionalist group, the Episcopal Synod of America, who argued that it violated Holy Scripture and a 1979 convention resolution prohibiting the ordination of homosexuals to the priesthood. Bishop Spong maintained that the resolution was only advisory and that Williams had the gifts and talents necessary for a priestly ministry.

The article also mentions that Williams's partner, Mr. Skelly, marched in the procession during the ceremony.

After the ordination, Bishop Spong sent a 19-page report detailing the process by which he screened, interviewed, and tested Williams, stating that there was no question about his gifts and talents for priesthood. He wrote that Williams and Skelly loved each other and intended their relationship to be a lifelong union, marked by their willingness to live for each other.

The article also reports on a presentation given by Williams at a Detroit church, where he argued that monogamy is not essential for a valid Christian relationship and that sexual exclusivity is an option. He also stated that celibacy is ""an inherently negative phenomenon"" that contributes to the generally sex-negative attitude that has permeated culture and church.

The article concludes with Bishop Spong's disassociation from Williams's remarks and his order for Williams to cease functioning as a priest or speaking publicly, pending an investigation into whether fraud was committed during the screening process."
9002016,325960,0
9002015,325967,0
9002018,326381,1.
9002020,326882,1
9002022,327699,0
9002023,327701,1
9002021,327702,1
9002025,327703,1
9002024,327755,1
9002027,328141,1
9002030,329074,1
9002036,329504,0
9002037,329866,0
9002038,329986,1
9002039,330001,1
9002041,330542,0
9003002,331076,1.
9003003,331095,0
9003004,331375,0
9003005,331382,0
9003006,331779,0
9003008,331862,1.
9404050,331884,0
9003009,332277,1
9003010,332331,0
9003013,332556,0
9003011,332577,0
9003012,332579,1
9003014,332873,0
9003016,332875,0
9003017,332925,1
9003015,332939,0
9003018,333479,0
9003022,333629,"This article discusses the challenges and criticisms surrounding the use of Breathalyzer readings as evidence in drunken driving (DUI) cases in New Jersey. The main points are:

1. **Moore's criticism**: Defense attorney Robert Moore argues that the Breathalyzer is flawed and can be easily manipulated by police officers to produce a desired reading, which he calls ""dial-a-drunk.""
2. **Error margin**: Dr. Robert F. Borkenstein, inventor of the Breathalyzer, notes that there is an inherent error margin in converting breath vapor measurements into blood alcohol levels, which could result in inaccurate readings.
3. **Accuracy concerns**: Moore suggests that the accuracy of the Breathalyzer is compromised by the fact that officers are not required to record their observations or measurements accurately, making it difficult to determine whether the reading was accurate.
4. **Constitutionality**: The American Civil Liberties Union (ACLU) has challenged the constitutionality of sobriety checkpoints, also known as ""D.W.I. roadblocks,"" arguing that they are unconstitutional without probable cause.
5. **Effectiveness**: While some officials argue that sobriety checkpoints are an effective deterrent to drunk driving, others suggest that roving patrols may be a more effective approach.

The article highlights the controversy surrounding the use of Breathalyzer readings as evidence in DUI cases and raises questions about the accuracy, reliability, and constitutionality of these measures."
9003019,333630,"Here is a summary of protest information extracted from the news article:

**Residents' Concerns:**

* Jet noise has been unbearable, with some residents reporting being awakened at 2-3 AM by air cargo flights.
* Planes occasionally fly so low that it's possible to read the airline's name on the fuselage.
* Noise is not only a disturbance but also affects property values and quality of life.
* Some residents have had to move away due to unbearable noise, while others are considering relocation.

**Coalition Demands:**

* Curfews for night flights
* Use of quieter aircraft or newer models
* Environmental impact studies before changes to flight routes

**Port Authority's Response:**

* Defends the current plan and claims it was made in good faith to offer relief to affected communities.
* Admits that some adjustments have been made, but critics argue these changes merely shifted the noise from one community to another.

**Aviation Agency's Response:**

* Claims that an environmental impact study was not necessary because the East Coast plan is for ""high altitude"" operations.
* Acknowledges the growth in air traffic since deregulation and the need to balance environmental concerns with expanded air traffic.
* Has reverted to pre-1987 flight patterns for night flights (11 PM - 7 AM) in some cases.

**Legislative Efforts:**

* A bill sponsored by Assemblywoman Maureen Ogden would require use of quieter aircraft; it lost by four votes last year but will be reintroduced this session.
* Bills have been introduced in Congress by Representatives Roukema and Courter.
* The coalition is pressing Governor Jim Florio to file a suit against the aviation agency."
9003021,333823,1. Yes
9003020,333845,0
9003023,334280,0.
9003025,334860,1
9003026,335081,0
9003029,335661,0.
9003028,335702,0
9003032,336451,0
9003035,336885,0
9003034,336964,0
9003039,337275,0
9003037,337296,0.
9003038,337308,1
9003042,337627,0
9003046,338280,1
9003045,338283,0
9003044,338342,0
9003049,338824,1.
9003048,338848,1.
9003051,339101,0
9003052,339347,0
9004002,340037,0
9004004,340057,1. Yes
9004006,340099,1
9004003,340123,1
9004009,340450,0. There is no mention of police at the event in this news article.
9004012,340526,0
9004013,340809,0
9004018,341236,0
9004016,341265,0
9004015,341317,0
9004029,342680,0
9004031,342986,1
9004035,343483,0
9004037,343895,0. There is no mention of police at the event in the news article.
9004042,345708,0
9004040,345752,1
9004041,345756,1
9004043,346231,0
9004049,346378,1. Yes
9004053,346555,1.
9004051,346587,1
9004052,346615,1
9004060,347374,"This article reports on the impact of the end of the Cold War on a town in Connecticut that had been heavily reliant on military spending. The town, Montville, is home to a UNC Naval Products plant that builds nuclear reactors for submarines, and many residents commute to Electric Boat's submarine shipyard in nearby Groton.

The article states that UNC has laid off 166 of its 1,060 employees, with the next round of layoffs expected to occur on June 10. The company is facing significant challenges due to a Navy decision to cut production of its fast-attack submarines and a Department of Energy directive giving all future construction work on marine nuclear reactors to Babcock & Wilcox.

The article also mentions that Electric Boat has not lost any jobs, but notes that the company's director of communications says there are uncertainties ahead. However, the town is still feeling the economic impact of the layoffs, with many businesses experiencing a decline in customers and tax bases.

The article highlights the concerns of UNC employees, who feel that they have been left behind by the shift to non-defense industries. They are advocating for government aid to support the company's transition or to attract new industry to the area.

Some quotes from the article include:

* ""Things have been too good for too long."" - Wayne D. Scott, Montville's First Selectman
* ""We are going to have some tough times ahead."" - Mr. Scott
* ""The defense workers of America have paid the premiums of peace through their labor and efforts and dedication, but the peace dividend is going to be paid overseas... That dividend should be turned around and put back into the defense industry for retooling. It's only fair."" - James B. Rusiecki, a supervisor at UNC

Overall, the article highlights the challenges faced by communities that had been heavily reliant on military spending during the Cold War era, and the need for government support to help them transition to new industries."
9004058,347396,0
9004067,348497,1.
9004064,348597,0
9004066,348650,1
9004071,348888,1
9004070,348952,1
9004072,348953,1
9005002,349579,0
9005007,349922,1
9005008,350266,1
9005010,350280,0
9005055,350374,< 0 >
9005011,350432,0
9005012,350436,1
9005056,350870,0
9005014,350945,1
9005019,351454,1
9005025,351695,0
9005022,351716,0.
9005068,352047,0
9005029,352464,0
9005083,352950,1.
9005036,352984,0.
9005040,353294,1
9005042,353857,1
9005059,354051,0
9005044,354102,0
9005077,354397,1
9005047,354609,0
9005057,354630,0
9005084,354682,1
9005095,354866,1
9503065,355627,0
9005046,356942,0
9005092,357281,1
9005093,357359,1. Yes
9005094,357549,0
9005051,357579,1
9006010,358092,0
9006011,358107,0
9006009,358121,0.
9006023,358307,0
9006017,358571,0
9006015,358589,1
9006029,358966,0.
9006038,359283,1
9006041,359494,1
9006043,359494,1
9006079,361284,1
9006076,361341,0
9006085,361480,1.
9006086,361532,0.
9006095,361950,1. Yes
9006092,361951,0
9006089,362026,0
9006103,362098,1.
9006101,362127,1
9006104,362285,0
9006105,362564,1
9006106,362757,1.
9006108,362762,0
9006107,362803,1
9006112,362988,0
9006120,363445,0
9006125,363450,1.
9006118,363474,0
9006121,363576,0
9006151,363720,0.
9006128,363748,0
9006126,363787,1
9006137,364586,0
9006136,364609,0
9007001,365068,0
9007004,365336,1
9007005,365661,0
9007012,365751,0
9007017,366159,0
9007021,366456,0
9007020,366808,0
9007023,366863,0
9007029,367696,0
9007034,368696,1
9007036,369270,1.
9007040,370685,"The sentiment expressed by Mr. Sternlieb, a prominent figure in the Hands Across New Jersey protest group, is one of frustration and betrayal towards Governor Florio's tax program. He believes that the Governor's plan promises future benefits at the cost of present pain, which may not resonate with voters.

Residents' sense of betrayal stems from feeling that their concerns are not being heard or addressed by the Governor and state lawmakers. This perceived lack of representation is fuelling the protest movement, with many residents signing the petition to express their dissatisfaction with the tax program.

The poll conducted by the Eagleton Institute of Politics at Rutgers University found that 80% of New Jersey residents surveyed were dissatisfied with Governor Florio's tax program, and only 23% believed he was doing a ""good"" or ""excellent"" job as Governor. These figures suggest that voters are largely opposed to the tax increase and feel that the Governor is not effectively communicating his plans.

The Hands Across New Jersey protest group's demands for immediate repeal of the tax increase, an independent audit of the state's financial condition, and a rollback of salary increases reflect their desire for change and accountability. While the petition has no binding effect, it serves as a symbol of residents' dissatisfaction with the Governor's program.

Overall, the sentiment expressed by Mr. Sternlieb and other protesters is one of frustration, betrayal, and a desire for change. The protest movement seeks to hold elected officials accountable for their actions and to bring attention to the concerns of New Jersey residents."
9007043,371072,0
9007053,372640,0
9007056,372805,1
9007057,372849,0
9008001,372988,0
9008014,373181,1
9008016,373202,0
9008008,373205,1
9008017,373469,0
9008018,373538,0
9008022,374030,0
9008023,374210,0
9008026,374386,0
9008027,374524,0
9008030,374718,1.
9008034,374720,0
9008031,374772,0
9008037,375064,0
9008035,375075,1
9008038,375747,0
9008044,376088,1.
9008043,376102,0
9008057,376346,1
9008069,376346,0
9008070,376652,0
9008071,377088,0.
9008074,377695,0
9008073,377760,"This article reports on the trial and conviction of three teenage boys accused of raping a white investment banker while she was jogging in Central Park. The trial was marked by intense media coverage, protests, and controversy over issues of race and class.

The article quotes Robert P. Burns, the lawyer for one of the defendants, Yusef Salaam, who denies that the case was racial and says it was about the relationship between police and minority communities. Burns also defends his decision to put Salaam on the stand, saying it forced the public to take a closer look at the case.

Other lawyers involved in the case, including Robert Morgenthau, the Manhattan District Attorney, also weigh in on the verdict. Morgenthau says that the city is ill-served by those who seek to exploit the case for racial or political gain.

The article notes that the trial was marked by controversy and protests outside the courtroom, with some protesters accusing the victim of being promiscuous and others vilifying her boyfriend. The leader of one protest group, Rev. Al Sharpton, warns that the convictions will ""inflame the city.""

Overall, the article presents a nuanced picture of a complex and controversial trial, highlighting the tensions and emotions surrounding the case."
9008075,378024,0
9008076,378448,0.
9008079,378930,0
9008078,378940,0
9008080,378959,0
9008085,379227,0
9008087,380011,0
9009001,381134,0
9009002,381375,"I apologize, but I don't see any text provided about a news article. Could you please provide the full text of the news article so that I can assist you in determining if it mentions police at the event? Once I have the text, I'll respond with a structured answer as follows: <numeric answer> (1-Yes; 0-No)."
9009003,381401,1
9009005,381600,1.
9009008,381617,0
9009009,381773,0
9009010,381987,0
9009011,382231,0
9009012,382986,0
9009015,383283,"I apologize, but there seems to be a missing part of the article text. Could you please provide the rest of the article so I can accurately assess if police were mentioned at the event?"
9009017,384408,0
9009018,384897,0
9009021,385137,1.
9009022,385384,1
9009025,385990,1
9009023,386031,1
9009024,386046,1
9009029,386534,0. There is no mention of police at the event in this news article.
9009030,386541,0
9009028,386597,1
9010005,388275,0
9010011,389575,0
9010021,390352,0
9010023,390356,0
9010032,391311,0
9010033,391316,0
9010030,391453,1.
9010046,393768,0
9010047,393902,0
9010049,395151,1.
9010051,395573,1
9010053,396024,1
9010055,396281,0
9011004,397170,1
9011003,397321,0
9011006,397437,0
9011009,397471,1.
9011008,397479,1
9011007,397528,0
9011022,398016,0
9011011,398237,0
9011014,398485,0
9011016,398705,0
9011019,399061,1
9011032,399626,1
9011020,399861,0
9011021,399981,0
9011023,400211,1
9011025,400899,1
9011027,401623,"1-Yes. The article mentions police at the event in the news article. Specifically, it states that 45 police officers were injured when 300 Hasidim protested outside the 90th Precinct station house, and one protester was charged with assaulting an officer. Additionally, a Hispanic police officer is quoted as saying that police favoritism ranged from not issuing parking summonses on predominantly Hasidic blocks to refusing to arrest Hasidic suspects accused of crimes."
9011028,401634,0
9011029,402011,0
9011031,402019,0
9011034,402456,1
9011037,402958,0
9011043,403159,1
9011042,403391,1
9011049,404435,0
9011050,404670,0
9011051,404836,0
9011052,405063,0
9012001,405273,0
9012002,405770,0.
9012003,405962,1
9012004,406194,1
9012005,407165,0
9012009,407706,1
9012011,408460,0.
9012015,409353,1
9012013,409368,1
9012016,409712,0
9012018,409720,0
9012020,409973,0
9012019,410134,0
9012021,410222,0
9012022,410258,1
9012023,410625,1
9012027,411082,0
9012026,411155,0.
9012028,412189,0
9101001,412455,0
9101005,412518,"Here is the protest information extracted from the news article:

**Protest Topic:** Acquaintance rape on college campuses

**Key Issues:**

1. Colleges and universities are reluctant to address the problem of acquaintance rape.
2. Women in college are often reluctant to admit mistakes or report instances of acquaintance rape due to social pressure and fear of consequences.
3. Many colleges and universities lack sensitive treatment of the problem or clear avenues for women to pursue remedies.

**Protest Demands:**

1. Colleges and universities should provide education programs on acquaintance rape, requiring athletes and fraternity members to attend lectures on the subject.
2. Men's groups should be formed to discuss sexuality and produce videotapes about it.
3. Insurers may withdraw from the college market if the risk of insuring institutions becomes too great.

**Protest Strategies:**

1. Colleges and universities are introducing new education programs or strengthening existing ones on acquaintance rape.
2. Some colleges and universities are forming men-only discussion groups to talk about sexuality and producing videotapes about it.
3. Women's rights advocates are calling for greater awareness and education among college women about what constitutes forced sex between acquaintances or dates.

**Protest Outcomes:**

1. Several states and the Federal Government have passed laws requiring institutions to report crime statistics.
2. Insurance companies may withdraw from the college market if the risk of insuring institutions becomes too great.

Let me know if you would like me to extract any specific information or if you have any further requests!"
9101006,412518,"The article highlights the growing problem of acquaintance rape on college campuses, where victims often feel reluctant to report the incidents due to shame, fear, or lack of confidence in the reporting process.

Key findings and quotes from the article:

1. Men are more likely to assume that initial refusals from women are part of a ""mating game"" ritual, rather than genuine objections.
2. Women complain about men assuming certain behaviors, like kissing or heavy petting, are an automatic precursor to intercourse.
3. First-year students are particularly vulnerable to acquaintance rape due to their inexperience and lack of assertiveness.
4. Insurers may withdraw from the college market if the risk of insuring institutions becomes too great.
5. Universities and colleges are introducing new education programs or strengthening existing ones on acquaintance rape, requiring athletes and fraternity members to attend lectures on the subject.
6. Women need to be forceful and clear in their signals, both spoken and non-spoken, to avoid situations where they become vulnerable.

Quotes from the article:

* Claire Walsh, founder and director of the Sexual Assault Recovery Service at the University of Florida: ""There are still a lot of colleges reluctant to address the problem.""
* Amy Kantra, Lehigh University senior: ""You can say no, but the guy keeps going. Then the girl finds herself in a situation she doesn't know how to deal with.""
* Ms. Volchko, Lehigh University dean: ""It's very common... That's why it's so scary.""
* Lawrence K. Pettit, chancellor of Southern Illinois University: ""College-age kids nowadays have a different attitude toward sex. They regard it almost as an entitlement, certainly as an expectation.""

The article highlights the need for colleges and universities to take proactive steps in educating students about consent, healthy relationships, and reporting procedures."
9101085,412518,"This article discusses the issue of acquaintance rape on college campuses, specifically focusing on the role of men and women in perpetuating the problem. The article highlights that many men have been socialized to pursue women for sex and to translate a woman's ""no"" into meaning ""yes."" It also notes that many women are reluctant to admit mistakes or report instances of acquaintance rape due to fear of being judged or labeled.

The article quotes various university administrators, counselors, and students, who emphasize the need for education programs to raise awareness about acquaintance rape. They also stress the importance of creating a culture where men understand that ""no"" means ""no"" and women feel empowered to report instances of abuse.

Some specific points made in the article include:

1. Many colleges have been reluctant to address the issue of acquaintance rape, which has hindered reporting and created a culture of silence.
2. Insurance companies are increasingly concerned about the risk of campus crime, including acquaintance rape, and may withdraw from insuring certain institutions.
3. Men need to educate themselves about what is permissible in various situations, and women need to take responsibility for educating themselves about their own boundaries.
4. The socialization of men has been a significant factor in perpetuating the problem of acquaintance rape, with many young men being conditioned to pursue women for sex and to translate a woman's ""no"" into meaning ""yes.""
5. Women need to be forceful and clear in their signals, both spoken and non-spoken, to avoid situations where they become vulnerable.

Overall, the article highlights the need for a comprehensive approach to addressing acquaintance rape on college campuses, including education programs, reporting mechanisms, and a culture shift towards respect for women's boundaries."
9101004,412626,"This article discusses a controversy between two departments at San Francisco State University: the Department of Political Science and the School of Ethnic Studies. The issue revolves around a course taught by Professor Smith in the Department of Political Science that explores black political experiences, which some perceive as duplicating a course already offered by Dr. T'Shaka in the School of Ethnic Studies.

The article highlights the differences between the two departments' approaches to teaching and learning. Dr. T'Shaka's course focuses on social and historical themes, tracing back to Africa, while Professor Smith's course concentrates on more contemporary issues after the Civil War. The controversy has led to concerns about the university's treatment of ethnic studies programs and the potential dilution of their content.

Key points from the article include:

1. The university initially ruled that the courses were duplicative but later reversed its decision, allowing Professor Smith's course to be offered by the political science department.
2. Dr. T'Shaka believes that the university has a two-tiered system, where rules for traditional departments differ from those for ethnic studies programs.
3. Some see this as an attempt to drain students from ethnic studies programs until they are small enough to be absorbed by traditional disciplines.
4. The president of San Francisco State and the vice president for academic affairs deny any opposition to the School of Ethnic Studies, stating that they will try to better coordinate course offerings to prevent future conflicts.
5. Professor Smith argues that his course gives legitimacy to black politics, while Dr. T'Shaka believes that folding ethnic studies courses into traditional departments would dilute their content and viewpoint.

The article also explores the broader context of non-European studies on American campuses over the past 20 years. It notes that many colleges and universities are now introducing courses that examine and reflect views from cultures other than European ones, as well as hiring more scholars from minorities. However, this trend has led to concerns about an academic tug-of-war between specialized departments like ethnic studies and their larger, more powerful traditional counterparts."
9101010,412969,0
9101011,413024,0
9101012,413025,0
9101013,413093,0. There is no mention of police at the event in this news article.
9101014,413099,0
9101015,413635,0
9101016,413635,0
9101018,413778,0
9101022,414502,0
9101026,414550,0
9101025,414558,1
9101027,414720,0.
9101028,414733,0.
9101029,414738,0
9101031,414796,1
9101032,414957,"According to the article, tobacco companies are believed to be behind the sudden push for smokers' rights legislation. This is supported by the experience of Elizabeth Wilson, a professor of nursing who received a call from a Philip Morris employee asking her to support the legislation.

Philip Morris's director of communications, Les Zuke, confirmed that the company was providing an 800 number as a response to ""many New Jersey smokers who have contacted us asking how they can get involved in protecting their own rights.""

The article also highlights the concerns of employers who reject hiring smokers, citing rising health insurance costs and employee absenteeism. Some employers, such as Varityper Inc. and Fortunoff, have policies in place that refuse to hire smokers.

Opponents of the legislation argue that it is unnecessary to pass special laws for smokers and that employers have a right to prefer hiring nonsmokers. Experts on constitutional and civil rights issues agree, saying that making smoking a protected civil right is ""ludicrous"" and would prevent employers from taking steps to control rising health insurance costs and employee absenteeism.

The article also mentions the concerns of some state legislators who believe that the legislation sends a terrible message to young people and elevates smoking to the level of a protected right."
9101033,415171,0
9101035,415354,0
9101042,415498,0
9101055,415819,0
9101054,415917,0
9101067,416807,1
9101069,416809,0
9101073,417304,1
9101074,417317,0
9101076,418014,0
9101082,418620,0
9101084,419153,0
9102001,419553,0
9102004,420390,0
9102007,421074,"You're sharing opinions from various stakeholders on the issue of distributing condoms in schools to prevent AIDS/HIV transmission among students. The speakers are divided into two main groups: those who support condom distribution as a necessary measure to protect young people's health and well-being, and those who oppose it, arguing that it promotes promiscuity and undermines moral values.

Some notable quotes from the supporters of condom distribution include:

* Erica Zurer: ""The kind of power that condoms have is to protect against HIV infection and save lives. I think this is the most moral thing we could do.""
* Denis J. Butler: ""For the Board of Education to deny young people the knowledge and the methods of prevention that are at our disposal is not only harsh and callous, but it would be a criminal dereliction of duty.""
* Rose Merola: ""I will not rest until every student in the schools -- gay or straight, male or female, of whatever race or ethnicity -- enjoys that same confidence (of being safe from HIV transmission).""

On the other hand, some notable quotes from those who oppose condom distribution include:

* Helen O'Neill: ""Just the thought of it repulses me. It would be taking away her beauty, virtue and innocence.""
* Brother David Carroll: ""By allowing this proposal, our children will become nothing more than objects of illicit sex that degrades and kills their body and soul.""
* Alan Ettman: ""Condoms can't tear apart nuclear families or usurp parental influence. And they can't cause children to be promiscuous. They simply do not have that kind of power.""

Overall, the debate highlights the complexities and challenges surrounding the issue of condom distribution in schools. While some argue that it is a necessary measure for protecting students' health and well-being, others believe it promotes promiscuity and undermines moral values."
9102010,421755,1.
9102009,421871,1-Yes
9102011,422080,1.
9102012,422217,0
9102018,424024,0
9102019,424213,1. Yes
9102017,424228,1
9102022,424787,1
9102023,425049,0
9102024,425310,0
9102025,425645,0
9102026,426041,0
9102027,426233,0
9103001,426911,0
9103002,427191,1.
9103005,427541,0
9103006,428334,1-Yes
9103007,428510,0
9103009,429095,0
9103010,429297,1.
9103011,429504,0
9103014,429881,0
9103016,429949,0
9103017,430224,1.
9103020,431396,0
9103021,431420,1.
9103023,431573,1.
9103024,432199,1
9103025,432473,0
9103026,432688,0
9103028,432946,0
9103029,433507,0
9104001,434358,0
9104002,434937,0
9104003,435245,0
9104005,435713,0
9104007,436509,0
9104008,436699,0
9104009,436967,0.
9104010,437128,0
9104011,437363,"0. The article does not mention police at the event in question, which is an educational malpractice and racial discrimination grievance filed with the University of Wisconsin's administration."
9104012,437733,"Based on the article, I extracted the following protest-related information:

1. **Education**: There is a case about Mississippi's dual system of higher education, which maintains segregation in schools. The government brief argues that Mississippi has ""impermissibly fettered"" student choice by continuing this system.
2. **Historically Black Colleges and Universities (HBCUs)**: The article mentions the White House Initiative on HBCUs, established through three Executive Orders since 1980. The initiative provides grants and loans to support these colleges. In the last fiscal year, over $800 million was awarded to HBCUs.
3. **Government Policy**: There is an unclear request from the government regarding the approach to eliminating segregation in higher education.

No specific protests or demonstrations are mentioned in this article. However, it appears that there may be ongoing issues related to racial segregation and inequality in education, as well as concerns about the government's policies on historically black colleges and universities."
9104013,437874,0
9104014,437972,0
9104015,438094,0
9104018,438098,"Here are the key points extracted from the news article:

**Railroad Strike:**

* The railroad strike has been ongoing since January 1st.
* The strike involves 235,000 workers from eight or nine unions.
* The main issues are:
	+ Number of people needed to run a train (unions say 4-5, management says 2).
	+ Distance a worker must travel to be credited for working a full day (currently 108 miles, but unions want to reduce it to 100 miles).

**Congress Involvement:**

* Congress has intervened in the negotiations, with some members feeling uncomfortable about their role.
* The negotiators agreed that one member of the new mediation board would come from the Presidential emergency board and the other two would be appointed by Mr. Bush from a list supplied by the National Mediation Board.

**Economic Impact:**

* Some businesses have stockpiled supplies, but others, such as the automobile industry, are not prepared.
* The coal industry is particularly vulnerable to disruptions, with 38% of rail freight tonnage being coal.
* General Motors estimates that 75-80% of its production will be affected within 24 hours.

**Commuter Impact:**

* Few commuters have been affected so far, except for those in the Silicon Valley and San Francisco areas.
* CalTrain services were shut down by Southern Pacific Transportation Company, but attempts are being made to restore most commuter service.

**Union Perspectives:**

* Union leaders are frustrated that the government is unwilling to let the strike run its course, hoping to force concessions on wages and working conditions.
* One union leader, Tom DuBose, believes that Congress should not intervene in collective bargaining."
9104022,438578,0
9104023,439027,1
9104026,441188,0
9104028,441984,0
9105002,442188,0
9105003,442563,1
9105005,442637,0.
9105006,442944,0
9105007,443068,0.
9105011,443102,0
9105008,443109,1.
9105013,443563,0
9105014,443808,1
9105015,444141,0
9105017,444886,0
9105020,445223,0
9105021,445981,0
9105023,446144,0
