Unnamed: 0,Unnamed: 0.1,eventid,uid,output,output_clean
621,621,8712023,101447,< 0 >,0
622,622,8712025,101708,< 0 >,0
623,623,8712028,102245,< 0 >,0
624,624,8712027,102304,< 0 >,0
625,625,8712030,102632,< 0 >,0
626,626,8712035,103384,< 0 >,0
627,627,8712034,103461,< 1 >,1
628,628,8712033,103507,< 0 >,0
629,629,8712039,103936,< 1 >,1
630,630,8712040,104216,< 0 >,0
631,631,8712042,104532,< 0 >,0
632,632,8712041,104546,< 1 >,1
633,633,8712043,105204,< 1 >,1
634,634,8712048,105631,< 0 >,0
635,635,8712047,105639,< 0 >,0
636,636,8712049,105833,< 1 >,1
637,637,8712050,106019,< 0 >,0
638,638,8712051,106077,< 1 >,1
639,639,8801001,106241,< 1 >,1
640,640,8801002,106281,< 1 >,1
641,641,8801003,106373,< 1 >,1
642,642,8801005,106625,< 1 >,1
643,643,8801014,107637,< 1 >,1
644,644,8801017,108325,< 1 >,1
645,645,8801022,110174,< 1 >,1
646,646,8801024,110388,< 0 >,0
647,647,8801027,110935,< 1 >,1
648,648,8801028,110935,< 1 >,1
649,649,8801032,112115,< 1 >,1
650,650,8801034,112151,< 1 >,1
651,651,8801033,112155,< 0 >,0
652,652,8801036,112747,< 0 >,0
653,653,8801040,114037,< 1 >,1
654,654,8802008,115041,< 1 >,1
655,655,8802007,115227,< 0 >,0
656,656,8802016,115524,< 1 >,1
657,657,8802019,115747,< 0 >,0
658,658,8802020,116275,< 0 >,0
659,659,8802021,117079,< 1 >,1
660,660,8802010,117146,< 0 >,0
661,661,8802025,118113,< 0 >,0
662,662,8802030,118689,< 1 >,1
663,663,8802015,118807,< 0 >,0
664,664,8802032,120155,< 1 >,1
665,665,8802055,120366,< 1 >,1
666,666,8802035,120621,< 1 >,1
667,667,8802031,121704,< 0 >,0
668,668,8802056,122416,< 0 >,0
669,669,8802050,123394,< 0 >,0
670,670,8803001,123649,< 0 >,0
671,671,8803006,123657,< 1 >,1
672,672,8803063,123659,< 0 >,0
673,673,8803062,123709,< 0 >,0
674,674,8803064,124070,< 0 >,0
675,675,8803012,124507,< 0 >,0
676,676,8803013,124541,< 0 >,0
677,677,8803065,124796,< 1 >,1
678,678,8803028,125573,< 0 >,0
679,679,8803066,125574,< 0 >,0
680,680,8803030,126774,< 0 >,0
681,681,8803061,127048,< 0 >,0
682,682,8803036,128043,< 0 >,0
683,683,8803040,128409,< 0 >,0
684,684,8803039,128578,< 0 >,0
685,685,8803067,129474,< 1 >,1
686,686,8803043,129905,< 0 >,0
687,687,8803044,130101,< 0 >,0
688,688,8803049,131209,< 1 >,1
689,689,8803048,131220,< 0 >,0
690,690,8803055,131389,< 0 >,0
691,691,8803060,131841,< 0 >,0
692,692,8804001,132798,< 0 >,0
693,693,8804004,133208,< 0 >,0
694,694,8804005,133260,< 1 >,1
695,695,8804006,133286,< 1 >,1
696,696,8804002,133325,< 1 >,1
697,697,8804009,133541,< 0 >,0
698,698,8804013,134026,< 1 >,1
699,699,8804014,134026,< 1 >,1
700,700,8804012,134469,< 0 >,0
701,701,8804015,134763,< 0 >,0
702,702,8804017,135588,< 0 >,0
703,703,8804018,135662,< 1 >,1
704,704,8804019,136506,< 0 >,0
705,705,8804021,138303,< 0 >,0
706,706,8804020,138650,< 0 >,0
707,707,8804022,138754,< 0 >,0
708,708,8804024,138776,< 0 >,0
709,709,8804025,139194,< 1 >,1
710,710,8804029,139375,< 0 >,0
711,711,8804030,139826,< 0 >,0
712,712,8804023,140280,< 0 >,0
713,713,8804031,140291,< 0 >,0
714,714,8805001,141442,< 1 >,1
715,715,8805003,141455,< 1 >,1
716,716,8805005,141522,< 1 >,1
717,717,8805009,143722,< 0 >,0
718,718,8805010,143737,< 0 >,0
719,719,8805012,143954,< 0 >,0
720,720,8805013,144482,< 0 >,0
721,721,8805017,145835,< 0 >,0
722,722,8805018,146162,< 0 >,0
723,723,8805019,146605,< 0 >,0
724,724,8805021,147672,< 1 >,1
725,725,8805025,148203,< 0 >,0
726,726,8805024,148222,< 1 >,1
727,727,8805026,148364,< 1 >,1
728,728,8805027,148689,< 0 >,0
729,729,9110068,151066,< 1 >,1
730,730,8806004,151273,< 0 >,0
731,731,8806009,151963,"This article appears to be a news report from 1988 about the Tawana Brawley case, in which a 15-year-old African American girl alleged that she had been kidnapped and raped by several white men, including police officers and a prosecutor. The case sparked widespread outrage and protests, with many in the African American community believing that the criminal justice system was biased against them.

In this specific article, Tawana Brawley's lawyers, Alton Maddox and C. Vernon Mason, are refusing to cooperate with a grand jury investigation into the allegations, citing concerns about racism and bias in the justice system. The judge, Justice Nicholas Ingrassia, is attempting to persuade Maddox to allow Brawley to testify before the grand jury, but Maddox is resistant, stating that ""400 years of oppression"" are at play in the case.

The article suggests that Maddox and Mason may be trying to create a martyr out of Brawley by defying the court's orders, which could lead to her being held in contempt. The New York State Attorney General, Robert Abrams, is critical of Maddox and Mason's strategy, stating that they are providing ""reprehensible and irresponsible"" advice to their client.

The article also describes a chaotic scene outside the courthouse, where supporters of the Brawley family gather to protest and march through the streets. The atmosphere is tense, with dozens of state troopers on hand in case of violence.

Overall, the article provides a snapshot of the intense emotions and tensions surrounding the Tawana Brawley case, which became a symbol of the deep-seated racial divisions and mistrust of the justice system that existed in the United States at the time.",0
732,732,8806010,152059,< 0 >,0
733,733,8806013,152715,< 1 >,1
734,734,8806015,153068,< 1 >,1
735,735,8806016,153583,< 0 >,0
736,736,8806017,153648,< 1 >,1
737,737,8806018,153861,< 1 >,1
738,738,8806020,154492,< 0 >,0
739,739,8806019,154544,< 1 >,1
740,740,8806021,155108,< 1 >,1
741,741,8806028,157530,< 0 >,0
742,742,8806027,157638,< 0 >,0
743,743,8807005,159079,< 1 >,1
744,744,8807008,160253,< 1 >,1
745,745,8807010,160603,< 1 >,1
746,746,8807013,162110,< 1 >,1
747,747,8807018,163632,< 0 >,0
748,748,8807021,165975,< 1 >,1
749,749,8807022,166413,< 0 >,0
750,750,8808002,167123,< 1 >,1
751,751,8808003,167665,< 1 >,1
752,752,8808016,169109,< 0 >,0
753,753,8808017,169305,< 0 >,0
754,754,8808030,170911,< 1 >,1
755,755,8808033,171448,< 1 >,1
756,756,8808034,171925,< 0 >,0
757,757,8808039,173125,< 0 >,0
758,758,8808038,173207,< 0 >,0
759,759,8808040,173246,< 1 >,1
760,760,8808041,173386,"This article discusses the challenges faced by parents who adopt children with severe emotional and behavioral problems, often resulting from childhood trauma and abuse. The parents featured in the article have adopted children who exhibit extreme behaviors, such as violence, self-mutilation, and inappropriate sexual behavior, which are often associated with a condition known as ""unattached child syndrome.""

The article highlights several key issues:

1. **Lack of disclosure**: Many adoptive parents claim that they were not fully informed about their child's past trauma and abuse, making it difficult for them to provide adequate care and support.
2. **Inadequate support**: Parents feel that they are not receiving sufficient help from social services, insurance companies, or the government to address their child's complex needs.
3. **Emotional toll**: The adoptive parents are often overwhelmed by the demands of caring for a child with severe emotional and behavioral problems, which can lead to burnout and even relinquishment of custody.
4. **Financial burden**: The cost of providing specialized care and therapy for these children can be prohibitively expensive, and insurance coverage is often inadequate.

The article also mentions that some experts believe that the symptoms of unattached child syndrome worsen as the child approaches puberty. Additionally, it highlights the importance of education and training for social workers to recognize the long-term effects of childhood trauma and abuse.

Some specific examples from the article include:

* A 9-year-old girl who exhibits violent behavior, such as grabbing people's genitals, and has a history of being severely abused.
* A boy who was adopted at age 4 and later revealed to have been subjected to extreme physical abuse, including having his finger bitten off by his father.
* A set of twins who were adopted at age 4 and exhibited severe emotional problems, including ripping wallpaper off walls and sitting stone still for hours.

Overall, the article sheds light on the complex challenges faced by adoptive parents of children with severe emotional and behavioral problems and highlights the need for greater support, education, and resources to help these families cope.",0
761,761,8808042,173571,< 1 >,1
762,762,8808043,173874,< 1 >,1
763,763,8808044,174552,< 1 >,1
764,764,8808046,174945,< 1 >,1
765,765,8808048,174998,< 0 >,0
766,766,8808047,175012,< 0 >,0
767,767,8808053,175241,< 0 >,0
768,768,8808049,175247,< 1 >,1
769,769,8808054,175395,< 1 >,1
770,770,8809001,177100,< 0 >,0
771,771,8809006,177191,< 1 >,1
772,772,8809005,177287,< 1 >,1
773,773,8809002,177288,< 1 >,1
774,774,8809010,177562,< 1 >,1
775,775,8809014,177654,< 0 >,0
776,776,8809015,178100,< 1 >,1
777,777,8809016,178127,< 0 >,0
778,778,8809020,178356,< 0 >,0
779,779,8809019,178389,< 0 >,0
780,780,8809025,178861,< 0 >,0
781,781,8809026,179469,< 1 >,1
782,782,8809028,179932,< 1 >,1
783,783,8809033,180378,< 1 >,1
784,784,8809034,180410,< 1 >,1
785,785,8809035,180721,< 1 >,1
786,786,8809036,181074,< 0 >,0
787,787,8809039,181493,< 1 >,1
788,788,8809040,182406,< 1 >,1
789,789,8809042,182830,< 0 >,0
790,790,8809044,183072,< 1 >,1
791,791,8809043,183889,< 0 >,0
792,792,8810004,184243,< 1 >,1
793,793,8810003,184370,< 0 >,0
794,794,8810006,185234,< 1 >,1
795,795,8811053,185517,< 0 >,0
796,796,8810007,186753,< 0 >,0
797,797,8810008,187133,< 0 >,0
798,798,8810009,187421,< 0 >,0
799,799,8810010,188136,< 0 >,0
800,800,8810014,189075,< 0 >,0
801,801,8810016,189278,< 1 >,1
802,802,8810015,189381,< 0 >,0
803,803,8810017,190003,< 1 >,1
804,804,8810020,190946,< 0 >,0
805,805,8810022,193130,< 0 >,0
806,806,8810023,193405,< 1 >,1
807,807,8811003,193579,< 0 >,0
808,808,8811002,193618,< 0 >,0
809,809,8811001,193668,< 0 >,0
810,810,8811005,193939,< 1 >,1
811,811,8811004,193940,< 0 >,0
812,812,8811006,194365,< 0 >,0
813,813,8811054,194660,< 0 >,0
814,814,8811011,195102,< 0 >,0
815,815,8811009,195416,< 1 >,1
816,816,8811013,195607,< 0 >,0
817,817,8811017,195846,< 0 >,0
818,818,8811018,196988,< 0 >,0
819,819,8811021,197247,< 0 >,0
820,820,8811022,197696,< 1 >,1
821,821,8811027,198047,< 1 >,1
822,822,8811028,198208,< 0 >,0
823,823,8811031,198898,< 1 >,1
824,824,8811032,198976,< 1 >,1
825,825,8811037,199944,< 0 >,0
826,826,8811038,200296,< 1 >,1
827,827,8811039,200312,< 1 >,1
828,828,8811041,201507,< 1 >,1
829,829,8811042,201552,< 0 >,0
830,830,8811044,201845,< 0 >,0
831,831,8811055,202680,< 0 >,0
832,832,8811050,202780,< 0 >,0
833,833,8812001,203233,< 0 >,0
834,834,8812004,203968,< 1 >,1
835,835,8812006,204117,< 0 >,0
836,836,8812007,204322,< 0 >,0
837,837,8812008,204670,< 0 >,0
838,838,8812009,204892,< 1 >,1
839,839,8812011,205300,< 0 >,0
840,840,8812010,205364,< 0 >,0
841,841,8812012,205652,< 0 >,0
842,842,8812013,205963,< 0 >,0
843,843,8812014,206787,< 1 >,1
844,844,8812016,207225,< 1 >,1
845,845,8812021,208103,< 1 >,1
846,846,8812020,208178,< 0 >,0
847,847,8812028,209057,< 0 >,0
848,848,8812029,209139,< 0 >,0
849,849,8812026,209460,< 0 >,0
850,850,8812030,209689,< 0 >,0
851,851,8812027,209699,< 0 >,0
852,852,8812031,210554,< 1 >,1
853,853,8901001,210659,< 1 >,1
854,854,8901004,210994,"< 1 > 

The article mentions police officials as a source of information about the number of skinheads in New York City and their involvement in racial violence. Specifically, it states: ""but the great majority are neither racist nor neo-Nazi, according to police officials, civil rights groups and skinheads themselves.""",1
855,855,8901007,211229,< 1 >,1
856,856,8901009,212134,< 0 >,0
857,857,8901015,212714,< 0 >,0
858,858,8901094,213444,< 0 >,0
859,859,8901023,213510,< 0 >,0
860,860,8901038,213639,< 0 >,0
861,861,8901025,213681,< 0 >,0
862,862,8901034,213854,< 0 >,0
863,863,8901049,214072,< 0 >,0
864,864,8901047,214405,< 0 >,0
865,865,8901053,214603,< 1 >,1
866,866,8901055,214890,< 1 >,1
867,867,8901066,215020,< 0 >,0
868,868,8901068,215654,< 0 >,0
869,869,8901108,215754,< 1 >,1
870,870,8901070,216421,< 1 >,1
871,871,8901074,216581,"The article discusses a proposed redevelopment plan for the downtown area of Hempstead, New York. The plan, backed by local businessman James Johansen and supported by some politicians, aims to revitalize the area with new businesses and housing. However, the plan has been met with opposition from some residents, merchants, and politicians, who are concerned about the potential loss of tax revenue, displacement of existing businesses, and lack of transparency in the planning process.

The article highlights the complex web of interests and alliances involved in the redevelopment plan. Assemblywoman Erlene Hill, who was initially supportive of the plan, later put a ""freeze"" on funding for a feasibility study after being approached by opponents of the plan. The Village Board of Trustees also failed to pass a resolution supporting the plan.

The article quotes various stakeholders, including Johansen, who claims to have secured a tenant for the first building in the proposed redevelopment area, and PUSH (People United for a Safe Hempstead) members, who are concerned about the impact of the plan on existing businesses and residents. The Urban Development Corporation is currently investigating the merits of the arguments for and against the plan.

The delays in the project have sparked concerns that the village may have to offer more incentives to attract developers, which could potentially hurt the project. The article also raises questions about how the village would pay for the estimated $16 million cost of acquisition, demolition, and relocation, as federal and state funding appears to be scarce.

Key issues and concerns mentioned in the article include:

1. Potential loss of tax revenue: Opponents of the plan are concerned that replacing existing businesses with new ones could lead to a loss of tax revenue.
2. Displacement of existing businesses: Merchants and residents are worried about being displaced by the redevelopment plan.
3. Lack of transparency: Some stakeholders feel that the planning process has not been transparent, leading to misunderstandings and misconceptions about the proposal.
4. Funding: The village is facing challenges in securing funding for the project, with federal and state grants appearing scarce.
5. Political interference: The article suggests that political considerations have influenced the decision-making process, with some politicians supporting or opposing the plan based on their own interests.

Overall, the article highlights the complexities and challenges involved in urban redevelopment projects, where competing interests, limited funding, and concerns about transparency and accountability can create obstacles to progress.",0
872,872,8901079,217264,< 1 >,1
873,873,8901082,217971,< 0 >,0
874,874,8902012,219654,< 0 >,0
875,875,8902002,219704,< 1 >,1
876,876,8902014,219757,< 0 >,0
877,877,8902017,220372,< 0 >,0
878,878,8902018,220382,< 0 >,0
879,879,8902019,220420,< 1 >,1
880,880,8902021,221290,< 0 >,0
881,881,8902023,222017,< 0 >,0
882,882,8902024,222102,< 1 >,1
883,883,8902028,222732,< 0 >,0
884,884,8902030,223185,< 0 >,0
885,885,8902033,223314,< 0 >,0
886,886,8902061,223314,< 0 >,0
887,887,8902029,224169,< 0 >,0
888,888,8902035,224944,< 1 >,1
889,889,8902042,225094,< 1 >,1
890,890,8902064,225475,< 0 >,0
891,891,8902043,225526,< 0 >,0
892,892,8902047,225841,< 0 >,0
893,893,8902046,225898,< 0 >,0
894,894,8902050,226318,< 0 >,0
895,895,8902058,227009,< 0 >,0
896,896,8902038,227011,< 1 >,1
897,897,8902057,227033,< 0 >,0
898,898,8903002,227832,< 1 >,1
899,899,8903006,227905,< 0 >,0
900,900,8903007,228245,< 1 >,1
901,901,8903008,228260,< 0 >,0
902,902,8903014,229167,< 1 >,1
903,903,8903013,229199,< 1 >,1
904,904,8903021,230130,< 0 >,0
905,905,8903031,231186,< 0 >,0
906,906,8903033,231527,< 0 >,0
907,907,8903038,231855,< 1 >,1
908,908,8903040,232084,< 0 >,0
909,909,8903042,232629,< 1 >,1
910,910,8903044,232760,< 1 >,1
911,911,8903043,232862,< 0 >,0
912,912,8903061,234803,< 0 >,0
913,913,8903062,234806,< 0 >,0
914,914,8903064,235292,< 1 >,1
915,915,8903066,235660,< 1 >,1
916,916,8904047,236807,< 1 >,1
917,917,8904003,236924,< 0 >,0
918,918,8904007,237795,< 0 >,0
919,919,8904013,239005,< 1 >,1
920,920,8904049,239005,< 1 >,1
921,921,8904016,239328,< 0 >,0
922,922,8904021,240571,< 1 >,1
923,923,8904025,242993,< 0 >,0
924,924,8904027,243342,< 1 >,1
925,925,8904039,244336,< 0 >,0
926,926,8904042,244798,< 0 >,0
927,927,8904043,245557,< 1 >,1
928,928,8905002,245868,< 1 >,1
929,929,8905001,245871,< 0 >,0
930,930,8905003,246149,< 0 >,0
931,931,8905005,246302,< 1 >,1
932,932,8905006,246561,< 0 >,0
933,933,8905004,246590,< 0 >,0
934,934,8905007,246653,< 0 >,0
935,935,8905008,247473,< 1 >,1
936,936,8905011,247645,< 0 >,0
937,937,8905010,247770,< 0 >,0
938,938,8905009,247844,< 0 >,0
939,939,8905013,248459,< 0 >,0
940,940,8905016,249021,< 1 >,1
941,941,8905017,249072,< 0 >,0
942,942,8905018,249326,< 1 >,1
943,943,8905021,250186,< 0 >,0
944,944,8905024,250472,< 0 >,0
945,945,8905025,251193,< 0 >,0
946,946,8905034,251986,< 0 >,0
947,947,8905036,252491,< 1 >,1
948,948,8905042,252709,< 0 >,0
949,949,8905039,252715,< 0 >,0
950,950,8905040,252726,< 1 >,1
951,951,8905041,253072,< 1 >,1
952,952,9109034,253106,< 0 >,0
953,953,8905044,253637,< 1 >,1
954,954,8905045,254178,< 0 >,0
955,955,8905046,254179,< 0 >,0
956,956,8905047,254516,< 0 >,0
957,957,8905050,254638,< 0 >,0
958,958,8905049,254708,< 1 >,1
959,959,8905048,254709,< 0 >,0
960,960,8906003,255279,< 1 >,1
961,961,8906002,255286,< 0 >,0
962,962,8906001,255412,< 0 >,0
963,963,8906005,255593,< 1 >,1
964,964,8906004,255599,< 0 >,0
965,965,8906008,255871,< 1 >,1
966,966,8906006,255958,< 0 >,0
967,967,8906009,256299,< 0 >,0
968,968,8906011,256666,< 0 >,0
969,969,8906013,256915,< 1 >,1
970,970,8906017,257317,< 0 >,0
971,971,8906016,257368,< 0 >,0
972,972,8906025,258226,< 1 >,1
973,973,8906028,258578,< 0 >,0
974,974,8906030,259048,< 1 >,1
975,975,8906032,259223,< 0 >,0
976,976,8906033,259809,< 0 >,0
977,977,8906036,260301,< 1 >,1
978,978,8906038,260445,< 1 >,1
979,979,8906041,261405,"The article discusses the evolution of the gay rights movement over the 20 years since the Stonewall uprising in 1969. While there have been significant advances in terms of anti-discrimination laws and court decisions, the movement has shifted its focus from the courts to the political system due to the rise of conservatism and the AIDS epidemic.

Some key points from the article include:

* Over 50 jurisdictions, including most major cities, have passed anti-discrimination statutes to protect gay people.
* Federal and state courts have generally supported homosexual plaintiffs in cases where their rights were challenged, but a 1986 Supreme Court decision upheld the constitutionality of Georgia's sodomy law, which has raised concerns among gay-rights advocates.
* 25 states still have sodomy laws on the books, although there is less momentum for repeal and fewer prosecutions.
* The Federal court system has become more conservative due to judges appointed during the Reagan administration, making it less likely to find in favor of homosexuals in discrimination cases.
* The focus of the gay-rights movement has shifted from the courts to the political system, with a greater emphasis on lobbying and organizing around issues like AIDS.
* The Human Rights Campaign Fund, a political action committee, has become a major player in gay politics, providing financial support to candidates who support gay rights.
* Gay activists have gained greater access to policy-makers and are now taken more seriously by politicians, who recognize the power of the gay vote and the financial contributions that come with it.

The article also features quotes from various individuals involved in the gay rights movement, including Thomas B. Stoddard, executive director of the Lambda Legal Defense and Education Fund; Professor John D'Emilio; Vic Basile, executive director of the Human Rights Campaign Fund; Martin Algaze, a former aide to Assemblyman Jerrold Nadler; and Donna Lee, a 16-year-old student at the Harvey Milk School.

Overall, the article suggests that while there have been significant advances in the gay rights movement over the past 20 years, there is still much work to be done to achieve full equality and protection for gay people. The shift in focus from the courts to the political system reflects a recognition that legislative and policy changes are necessary to address the ongoing challenges faced by the gay community.",0
980,980,8907001,262732,< 0 >,0
981,981,8907007,263532,< 0 >,0
982,982,8907011,263537,< 0 >,0
983,983,8807006,263626,< 1 >,1
984,984,8907012,263795,< 1 >,1
985,985,8907013,263933,< 0 >,0
986,986,8907020,263992,< 1 >,1
987,987,8907015,264004,< 1 >,1
988,988,8907032,264904,< 0 >,0
989,989,8907037,265203,< 0 >,0
990,990,8907039,265408,< 1 >,1
991,991,8907040,265573,< 0 >,0
992,992,8907043,265751,< 0 >,0
993,993,8907046,266287,< 0 >,0
994,994,8907049,266559,< 0 >,0
995,995,8907048,266568,< 1 >,1
996,996,8907051,266816,< 0 >,0
997,997,8907056,267030,< 0 >,0
998,998,8907059,267743,< 0 >,0
999,999,8907063,268113,< 1 >,1
1000,1000,8907065,269064,< 0 >,0
1001,1001,8907072,269064,< 0 >,0
1002,1002,8907073,269124,< 0 >,0
1003,1003,8907075,269189,< 1 >,1
1004,1004,8907079,269752,< 1 >,1
1005,1005,8907088,270505,"The article discusses a controversy in New Jersey over new regulations requiring buffer zones, known as transition areas, between wetlands and development projects. The regulations, aimed at protecting the environment, have been met with opposition from developers who claim that they are being unfairly forced to redesign their projects and incur significant costs.

The dispute centers on the interpretation of a ""grandfather clause"" in the legislation, which was intended to exempt projects that had already received preliminary approval from municipalities before the regulations took effect. However, the New Jersey Department of Environmental Protection has ruled that even projects with preliminary approval must comply with the new regulations, unless they are also exempt from Army Corps of Engineers regulations.

Developers argue that this interpretation is unfair and will lead to expensive redesigns and potential lawsuits. They claim that the regulations are too vague and will have a negative impact on development in the state. Environmentalists, on the other hand, argue that the transition areas are necessary to protect the environment and prevent harm to wildlife habitats.

The article quotes several experts, including developers, environmentalists, and lawyers, who express differing opinions on the issue. Some predict that the controversy will lead to numerous lawsuits against the Department of Environmental Protection, while others see the regulations as a necessary step to protect the environment.

Key points from the article include:

* The new regulations require buffer zones between wetlands and development projects
* Developers claim that the ""grandfather clause"" is not being applied fairly
* The Department of Environmental Protection has ruled that projects with preliminary approval must still comply with the regulations, unless exempt from Army Corps of Engineers regulations
* Environmentalists argue that the transition areas are necessary to protect wildlife habitats and prevent harm to the environment
* Developers predict that the controversy will lead to numerous lawsuits and have a negative impact on development in the state.",0
1006,1006,8907090,270810,< 1 >,1
1007,1007,8907087,270816,< 0 >,0
1008,1008,8907091,270960,< 0 >,0
1009,1009,8907092,270994,< 0 >,0
1010,1010,8908001,271155,< 0 >,0
1011,1011,8908004,272559,< 0 >,0
1012,1012,8908006,272660,"The article discusses a new plan proposed by the New Jersey Department of Education to revise its special education system. The plan aims to move away from labeling students as ""handicapped"" and instead provide support services to students with mild learning problems through a resource committee. This committee would work with teachers, parents, and other educators to develop individualized plans for students who need extra help.

The proposal has been met with both praise and criticism. Some argue that the plan is a cost-saving measure that could result in a loss of federal aid, as the number of classified handicapped students would decrease. However, Dr. Osowski, the director of special education, argues that the current system stigmatizes students who are labeled as handicapped, even if they only have mild learning problems.

The plan has been piloted in several districts, and initial results suggest that it is working effectively. Students are receiving support services within regular classrooms, and teachers report that the new system has not stigmatized students. However, some critics argue that the plan may put additional strains on schools that are already financially stretched.

One of the concerns raised by critics is that the plan may impede students with serious learning disabilities from getting the help they need. Patricia Sokolow, executive director of the Monmouth County chapter of the Association for Children/Adults With Learning Disabilities, reports that she has received complaints from teachers who feel that the resource committee has hindered students with severe learning disabilities.

Dr. Osowski emphasizes that the pilot is only half-completed and that final recommendations will not be made until next year. He also notes that the plan requires approval from the State Board of Education and the legislature before it can be implemented statewide.

Overall, the article suggests that the proposed plan has both potential benefits and drawbacks. While it may provide more effective support services for students with mild learning problems, it also raises concerns about the impact on students with more severe disabilities and the financial strain on schools.",0
1013,1013,8908007,273499,< 0 >,0
1014,1014,8908008,273564,< 0 >,0
1015,1015,8908009,274616,< 0 >,0
1016,1016,8908011,274652,< 1 >,1
1017,1017,8908016,274701,< 0 >,0
1018,1018,8908012,274967,< 0 >,0
1019,1019,8908019,276655,< 0 >,0
1020,1020,8908030,278790,< 1 >,1
1021,1021,8908036,279017,< 1 >,1
1022,1022,8908032,279427,< 1 >,1
1023,1023,8909001,279819,< 1 >,1
1024,1024,8909002,280010,"< 1 > 

The article mentions police in the following sentence: ""Six people protested the organized prayer by making noises. One of them was arrested after scuffling with a police officer who was trying to take away his air horn."" This indicates that police were present at the event.",1
1025,1025,8909006,280400,< 1 >,1
1026,1026,8909007,280447,< 1 >,1
1027,1027,8909009,280661,< 1 >,1
1028,1028,8909014,280696,< 1 >,1
1029,1029,8909067,280696,< 1 >,1
1030,1030,8909013,280814,< 1 >,1
1031,1031,8909015,280986,< 1 >,1
1032,1032,8909016,281020,< 0 >,0
1033,1033,8909019,281473,< 0 >,0
1034,1034,8909025,281874,< 0 >,0
1035,1035,8909026,281947,< 1 >,1
1036,1036,8909027,281947,< 1 >,1
1037,1037,8909023,281950,< 1 >,1
1038,1038,8909024,281981,< 0 >,0
1039,1039,8909028,281991,< 0 >,0
1040,1040,8909031,282614,< 0 >,0
1041,1041,8909032,282861,"The article discusses the controversy surrounding the National Endowment for the Arts (NEA) and its funding of artworks that some consider obscene or indecent. Representative Dana Rohrabacher, backed by conservative organizations, is attempting to introduce an amendment to restrict NEA funding, while Senator Jesse Helms is pushing a similar measure in the Senate.

The article highlights the intense lobbying efforts on both sides of the issue, with conservatives like Rohrabacher and Helms arguing that taxpayer money should not be used to fund art that they consider objectionable. On the other hand, supporters of the NEA, like Representative Sidney Yates, argue that such restrictions would cripple the agency and stifle artistic freedom.

The article notes that the controversy has become highly politicized, with both sides using tactics like press releases, letter-writing campaigns, and rallies to influence public opinion and pressure lawmakers. The issue is expected to come to a head when the House and Senate conferees meet to resolve their differences over the NEA's funding.

Some key points from the article include:

* Representative Rohrabacher has lined up support from 22 national conservative organizations to back his amendment to restrict NEA funding.
* Senator Helms has sent prints of controversial artworks, including those by Robert Mapplethorpe, to Senate conferees to dramatize his opposition to NEA funding.
* The controversy has sparked intense lobbying efforts on both sides, with fax machines and mailboxes overflowing with letters and petitions.
* Lawmakers who oppose the restrictions on NEA funding risk being targeted by conservative groups and facing backlash in their home districts.

Overall, the article suggests that the debate over NEA funding is a highly charged and politicized issue, with both sides dug in and refusing to compromise. The outcome is uncertain, but it is clear that the controversy will continue to be a major point of contention in the coming weeks and months.",0
1042,1042,8909036,283261,< 1 >,1
1043,1043,8909041,283618,< 0 >,0
1044,1044,8909043,283698,< 0 >,0
1045,1045,8909044,283700,< 1 >,1
1046,1046,8909045,283701,< 1 >,1
1047,1047,8909046,283703,< 0 >,0
1048,1048,8909040,283748,< 0 >,0
1049,1049,8909048,284176,< 1 >,1
1050,1050,8909049,284329,< 0 >,0
1051,1051,8909052,285538,< 1 >,1
1052,1052,8909054,285559,< 1 >,1
1053,1053,8909056,285708,< 0 >,0
1054,1054,8909057,285871,< 0 >,0
1055,1055,8909059,286202,< 0 >,0
1056,1056,8909058,286207,< 0 >,0
1057,1057,8909064,286560,< 1 >,1
1058,1058,8909065,286960,< 0 >,0
1059,1059,8909062,286974,< 0 >,0
1060,1060,8910004,287330,< 0 >,0
1061,1061,8910002,287521,< 0 >,0
1062,1062,8910007,288457,< 0 >,0
1063,1063,8910012,288915,< 1 >,1
1064,1064,8910017,289072,< 1 >,1
1065,1065,8910015,289392,< 1 >,1
1066,1066,8910016,289394,< 1 >,1
1067,1067,8910018,289561,< 1 >,1
1068,1068,8910022,289777,< 0 >,0
1069,1069,8910024,289954,< 0 >,0
1070,1070,8910025,290400,< 0 >,0
1071,1071,8910027,290865,< 0 >,0
1072,1072,8910032,292967,< 1 >,1
1073,1073,8910034,293679,< 1 >,1
1074,1074,8910040,294779,< 1 >,1
1075,1075,8910039,294802,< 1 >,1
1076,1076,8910042,295175,< 1 >,1
1077,1077,8910046,295712,< 1 >,1
1078,1078,8910044,296269,< 1 >,1
1079,1079,8910045,296351,< 1 >,1
1080,1080,8911005,296902,< 0 >,0
1081,1081,8911001,296907,< 1 >,1
1082,1082,8911003,296941,< 0 >,0
1083,1083,8911004,296943,< 0 >,0
1084,1084,8911006,297977,< 0 >,0
1085,1085,8911008,298587,< 0 >,0
1086,1086,8911011,298899,< 0 >,0
1087,1087,8911010,299052,< 0 >,0
1088,1088,8911013,299615,< 0 >,0
1089,1089,8911017,300139,< 0 >,0
1090,1090,8911018,300140,< 0 >,0
1091,1091,8911016,300190,< 0 >,0
1092,1092,8911021,300578,< 1 >,1
1093,1093,8911024,300832,< 1 >,1
1094,1094,8911025,301517,< 1 >,1
